tournament=1, best_loss=10.86, avg_loss=12.80, champion_idx=52, best_win_streak=1.0, record_holder_idx=0, env_step_runtime=1.97 seconds
tournament=598, best_loss=11.22, avg_loss=12.72, champion_idx=114, best_win_streak=301.0, record_holder_idx=104, env_step_runtime=1.81 seconds
tournament=599, best_loss=11.58, avg_loss=12.85, champion_idx=37, best_win_streak=302.0, record_holder_idx=118, env_step_runtime=1.97 seconds
tournament=600, best_loss=10.85, avg_loss=12.99, champion_idx=81, best_win_streak=302.0, record_holder_idx=12, env_step_runtime=2.22 seconds
tournament=601, best_loss=10.83, avg_loss=13.28, champion_idx=85, best_win_streak=303.0, record_holder_idx=68, env_step_runtime=2.01 seconds
tournament=602, best_loss=11.76, avg_loss=13.43, champion_idx=127, best_win_streak=303.0, record_holder_idx=39, env_step_runtime=1.86 seconds
tournament=603, best_loss=11.40, avg_loss=13.56, champion_idx=59, best_win_streak=304.0, record_holder_idx=39, env_step_runtime=1.86 seconds
tournament=604, best_loss=11.85, avg_loss=13.46, champion_idx=77, best_win_streak=304.0, record_holder_idx=16, env_step_runtime=1.94 seconds
tournament=605, best_loss=11.26, avg_loss=13.58, champion_idx=64, best_win_streak=305.0, record_holder_idx=16, env_step_runtime=1.82 seconds
tournament=606, best_loss=11.50, avg_loss=13.19, champion_idx=126, best_win_streak=306.0, record_holder_idx=16, env_step_runtime=2.01 seconds
tournament=607, best_loss=12.43, avg_loss=13.88, champion_idx=122, best_win_streak=307.0, record_holder_idx=120, env_step_runtime=1.91 seconds
tournament=608, best_loss=11.89, avg_loss=14.06, champion_idx=84, best_win_streak=304.0, record_holder_idx=55, env_step_runtime=2.13 seconds
tournament=609, best_loss=10.72, avg_loss=13.34, champion_idx=51, best_win_streak=305.0, record_holder_idx=55, env_step_runtime=1.90 seconds
tournament=610, best_loss=12.56, avg_loss=14.02, champion_idx=31, best_win_streak=306.0, record_holder_idx=55, env_step_runtime=1.99 seconds
tournament=611, best_loss=11.81, avg_loss=13.65, champion_idx=40, best_win_streak=306.0, record_holder_idx=32, env_step_runtime=1.91 seconds
tournament=612, best_loss=11.87, avg_loss=13.71, champion_idx=27, best_win_streak=307.0, record_holder_idx=32, env_step_runtime=2.01 seconds
tournament=613, best_loss=11.78, avg_loss=13.56, champion_idx=92, best_win_streak=308.0, record_holder_idx=32, env_step_runtime=1.79 seconds
tournament=614, best_loss=11.66, avg_loss=13.41, champion_idx=88, best_win_streak=309.0, record_holder_idx=32, env_step_runtime=1.80 seconds
tournament=615, best_loss=11.34, avg_loss=13.25, champion_idx=31, best_win_streak=309.0, record_holder_idx=111, env_step_runtime=1.93 seconds
tournament=616, best_loss=12.11, avg_loss=13.92, champion_idx=114, best_win_streak=309.0, record_holder_idx=22, env_step_runtime=1.91 seconds
tournament=617, best_loss=11.84, avg_loss=13.68, champion_idx=30, best_win_streak=310.0, record_holder_idx=22, env_step_runtime=1.87 seconds
tournament=618, best_loss=11.36, avg_loss=13.23, champion_idx=25, best_win_streak=311.0, record_holder_idx=22, env_step_runtime=1.84 seconds
tournament=619, best_loss=11.08, avg_loss=12.71, champion_idx=24, best_win_streak=312.0, record_holder_idx=22, env_step_runtime=1.74 seconds
tournament=620, best_loss=11.70, avg_loss=13.74, champion_idx=112, best_win_streak=312.0, record_holder_idx=35, env_step_runtime=1.96 seconds
tournament=621, best_loss=11.98, avg_loss=13.70, champion_idx=118, best_win_streak=313.0, record_holder_idx=35, env_step_runtime=1.97 seconds
tournament=622, best_loss=11.70, avg_loss=13.30, champion_idx=99, best_win_streak=313.0, record_holder_idx=27, env_step_runtime=1.90 seconds
tournament=623, best_loss=11.05, avg_loss=12.82, champion_idx=69, best_win_streak=314.0, record_holder_idx=27, env_step_runtime=2.00 seconds
tournament=624, best_loss=11.23, avg_loss=13.41, champion_idx=51, best_win_streak=314.0, record_holder_idx=62, env_step_runtime=1.81 seconds
tournament=625, best_loss=11.40, avg_loss=12.91, champion_idx=115, best_win_streak=315.0, record_holder_idx=99, env_step_runtime=1.93 seconds
tournament=626, best_loss=11.12, avg_loss=12.67, champion_idx=99, best_win_streak=316.0, record_holder_idx=99, env_step_runtime=1.86 seconds
tournament=627, best_loss=11.33, avg_loss=12.95, champion_idx=22, best_win_streak=316.0, record_holder_idx=21, env_step_runtime=2.10 seconds
tournament=628, best_loss=11.47, avg_loss=13.33, champion_idx=29, best_win_streak=316.0, record_holder_idx=59, env_step_runtime=1.99 seconds
tournament=629, best_loss=11.13, avg_loss=13.03, champion_idx=68, best_win_streak=316.0, record_holder_idx=4, env_step_runtime=1.96 seconds
tournament=630, best_loss=11.24, avg_loss=12.94, champion_idx=62, best_win_streak=317.0, record_holder_idx=4, env_step_runtime=2.20 seconds
tournament=631, best_loss=12.85, avg_loss=14.32, champion_idx=109, best_win_streak=318.0, record_holder_idx=4, env_step_runtime=1.79 seconds
tournament=632, best_loss=11.84, avg_loss=13.52, champion_idx=82, best_win_streak=318.0, record_holder_idx=121, env_step_runtime=1.92 seconds
tournament=633, best_loss=11.79, avg_loss=13.26, champion_idx=77, best_win_streak=318.0, record_holder_idx=66, env_step_runtime=1.85 seconds
tournament=634, best_loss=11.40, avg_loss=13.08, champion_idx=91, best_win_streak=317.0, record_holder_idx=0, env_step_runtime=1.93 seconds
tournament=635, best_loss=11.88, avg_loss=13.50, champion_idx=0, best_win_streak=318.0, record_holder_idx=0, env_step_runtime=1.89 seconds
tournament=636, best_loss=11.92, avg_loss=13.42, champion_idx=110, best_win_streak=319.0, record_holder_idx=0, env_step_runtime=1.86 seconds
tournament=637, best_loss=11.27, avg_loss=13.08, champion_idx=52, best_win_streak=320.0, record_holder_idx=126, env_step_runtime=1.98 seconds
tournament=638, best_loss=11.48, avg_loss=13.33, champion_idx=2, best_win_streak=321.0, record_holder_idx=126, env_step_runtime=1.91 seconds
tournament=639, best_loss=11.84, avg_loss=13.23, champion_idx=109, best_win_streak=322.0, record_holder_idx=126, env_step_runtime=1.91 seconds
tournament=640, best_loss=10.84, avg_loss=13.07, champion_idx=99, best_win_streak=322.0, record_holder_idx=124, env_step_runtime=1.91 seconds
tournament=641, best_loss=11.61, avg_loss=13.46, champion_idx=81, best_win_streak=322.0, record_holder_idx=16, env_step_runtime=1.88 seconds
tournament=642, best_loss=11.68, avg_loss=13.74, champion_idx=33, best_win_streak=323.0, record_holder_idx=19, env_step_runtime=1.87 seconds
tournament=643, best_loss=12.14, avg_loss=13.66, champion_idx=47, best_win_streak=323.0, record_holder_idx=7, env_step_runtime=1.90 seconds
tournament=644, best_loss=11.47, avg_loss=13.21, champion_idx=63, best_win_streak=324.0, record_holder_idx=45, env_step_runtime=1.94 seconds
tournament=645, best_loss=11.94, avg_loss=14.04, champion_idx=41, best_win_streak=324.0, record_holder_idx=5, env_step_runtime=1.93 seconds
tournament=646, best_loss=12.18, avg_loss=13.85, champion_idx=20, best_win_streak=325.0, record_holder_idx=44, env_step_runtime=2.02 seconds
tournament=647, best_loss=11.94, avg_loss=13.38, champion_idx=13, best_win_streak=326.0, record_holder_idx=86, env_step_runtime=1.84 seconds
tournament=648, best_loss=9.98, avg_loss=11.81, champion_idx=98, best_win_streak=327.0, record_holder_idx=86, env_step_runtime=1.94 seconds
tournament=649, best_loss=11.62, avg_loss=13.66, champion_idx=26, best_win_streak=328.0, record_holder_idx=86, env_step_runtime=1.92 seconds
tournament=650, best_loss=12.02, avg_loss=13.48, champion_idx=61, best_win_streak=329.0, record_holder_idx=86, env_step_runtime=1.94 seconds
tournament=651, best_loss=11.62, avg_loss=13.04, champion_idx=3, best_win_streak=329.0, record_holder_idx=64, env_step_runtime=1.83 seconds
tournament=652, best_loss=11.94, avg_loss=13.61, champion_idx=32, best_win_streak=329.0, record_holder_idx=31, env_step_runtime=1.98 seconds
tournament=653, best_loss=12.21, avg_loss=14.07, champion_idx=37, best_win_streak=330.0, record_holder_idx=31, env_step_runtime=1.88 seconds
tournament=654, best_loss=11.40, avg_loss=12.94, champion_idx=62, best_win_streak=331.0, record_holder_idx=31, env_step_runtime=1.79 seconds
tournament=655, best_loss=11.46, avg_loss=13.32, champion_idx=31, best_win_streak=332.0, record_holder_idx=31, env_step_runtime=1.77 seconds
tournament=656, best_loss=11.03, avg_loss=13.22, champion_idx=44, best_win_streak=332.0, record_holder_idx=2, env_step_runtime=1.93 seconds
tournament=657, best_loss=12.07, avg_loss=13.86, champion_idx=126, best_win_streak=332.0, record_holder_idx=64, env_step_runtime=1.79 seconds
tournament=658, best_loss=11.34, avg_loss=13.61, champion_idx=53, best_win_streak=333.0, record_holder_idx=64, env_step_runtime=1.90 seconds
tournament=659, best_loss=12.15, avg_loss=13.61, champion_idx=85, best_win_streak=334.0, record_holder_idx=64, env_step_runtime=1.98 seconds
tournament=660, best_loss=11.53, avg_loss=12.91, champion_idx=59, best_win_streak=334.0, record_holder_idx=0, env_step_runtime=2.03 seconds
tournament=661, best_loss=11.06, avg_loss=12.94, champion_idx=35, best_win_streak=334.0, record_holder_idx=48, env_step_runtime=2.02 seconds
tournament=662, best_loss=12.91, avg_loss=14.25, champion_idx=55, best_win_streak=334.0, record_holder_idx=21, env_step_runtime=1.87 seconds
tournament=663, best_loss=11.16, avg_loss=13.23, champion_idx=97, best_win_streak=335.0, record_holder_idx=21, env_step_runtime=1.79 seconds
tournament=664, best_loss=11.81, avg_loss=13.85, champion_idx=15, best_win_streak=336.0, record_holder_idx=21, env_step_runtime=2.10 seconds
tournament=665, best_loss=12.02, avg_loss=13.53, champion_idx=28, best_win_streak=336.0, record_holder_idx=51, env_step_runtime=1.78 seconds
tournament=666, best_loss=11.59, avg_loss=12.81, champion_idx=98, best_win_streak=337.0, record_holder_idx=51, env_step_runtime=2.07 seconds
tournament=667, best_loss=11.45, avg_loss=13.16, champion_idx=39, best_win_streak=338.0, record_holder_idx=51, env_step_runtime=2.02 seconds
tournament=668, best_loss=11.20, avg_loss=12.92, champion_idx=72, best_win_streak=337.0, record_holder_idx=98, env_step_runtime=1.93 seconds
tournament=669, best_loss=12.27, avg_loss=13.98, champion_idx=125, best_win_streak=337.0, record_holder_idx=64, env_step_runtime=1.86 seconds
tournament=670, best_loss=11.19, avg_loss=12.73, champion_idx=105, best_win_streak=338.0, record_holder_idx=64, env_step_runtime=2.00 seconds
tournament=671, best_loss=11.46, avg_loss=12.93, champion_idx=51, best_win_streak=339.0, record_holder_idx=64, env_step_runtime=1.91 seconds
tournament=672, best_loss=12.38, avg_loss=13.96, champion_idx=26, best_win_streak=340.0, record_holder_idx=96, env_step_runtime=1.76 seconds
tournament=673, best_loss=11.66, avg_loss=13.49, champion_idx=74, best_win_streak=341.0, record_holder_idx=96, env_step_runtime=1.76 seconds
tournament=674, best_loss=12.09, avg_loss=13.62, champion_idx=4, best_win_streak=342.0, record_holder_idx=96, env_step_runtime=1.75 seconds
tournament=675, best_loss=12.73, avg_loss=14.60, champion_idx=21, best_win_streak=343.0, record_holder_idx=96, env_step_runtime=1.79 seconds
tournament=676, best_loss=11.63, avg_loss=13.39, champion_idx=127, best_win_streak=344.0, record_holder_idx=96, env_step_runtime=1.89 seconds
tournament=677, best_loss=11.87, avg_loss=13.50, champion_idx=12, best_win_streak=345.0, record_holder_idx=96, env_step_runtime=2.13 seconds
tournament=678, best_loss=12.01, avg_loss=13.72, champion_idx=87, best_win_streak=346.0, record_holder_idx=96, env_step_runtime=1.90 seconds
tournament=679, best_loss=11.07, avg_loss=12.76, champion_idx=18, best_win_streak=347.0, record_holder_idx=96, env_step_runtime=1.80 seconds
tournament=680, best_loss=10.74, avg_loss=12.58, champion_idx=122, best_win_streak=344.0, record_holder_idx=30, env_step_runtime=1.99 seconds
tournament=681, best_loss=11.05, avg_loss=12.74, champion_idx=25, best_win_streak=345.0, record_holder_idx=30, env_step_runtime=1.97 seconds
tournament=682, best_loss=11.49, avg_loss=13.11, champion_idx=28, best_win_streak=346.0, record_holder_idx=30, env_step_runtime=1.96 seconds
tournament=683, best_loss=12.26, avg_loss=13.73, champion_idx=74, best_win_streak=347.0, record_holder_idx=30, env_step_runtime=1.97 seconds
tournament=684, best_loss=11.55, avg_loss=13.21, champion_idx=82, best_win_streak=348.0, record_holder_idx=30, env_step_runtime=2.02 seconds
tournament=685, best_loss=11.32, avg_loss=12.91, champion_idx=67, best_win_streak=348.0, record_holder_idx=4, env_step_runtime=2.17 seconds
tournament=686, best_loss=11.69, avg_loss=13.55, champion_idx=39, best_win_streak=349.0, record_holder_idx=4, env_step_runtime=1.96 seconds
tournament=687, best_loss=11.81, avg_loss=13.13, champion_idx=115, best_win_streak=350.0, record_holder_idx=4, env_step_runtime=1.88 seconds
tournament=688, best_loss=11.27, avg_loss=12.65, champion_idx=88, best_win_streak=351.0, record_holder_idx=4, env_step_runtime=1.87 seconds
tournament=689, best_loss=11.05, avg_loss=12.90, champion_idx=17, best_win_streak=352.0, record_holder_idx=4, env_step_runtime=1.86 seconds
tournament=690, best_loss=11.42, avg_loss=12.98, champion_idx=44, best_win_streak=353.0, record_holder_idx=4, env_step_runtime=1.75 seconds
tournament=691, best_loss=11.79, avg_loss=14.03, champion_idx=106, best_win_streak=354.0, record_holder_idx=4, env_step_runtime=1.95 seconds
tournament=692, best_loss=11.42, avg_loss=12.95, champion_idx=121, best_win_streak=355.0, record_holder_idx=4, env_step_runtime=1.77 seconds
tournament=693, best_loss=11.98, avg_loss=13.69, champion_idx=4, best_win_streak=356.0, record_holder_idx=4, env_step_runtime=1.87 seconds
tournament=694, best_loss=11.92, avg_loss=13.67, champion_idx=77, best_win_streak=357.0, record_holder_idx=4, env_step_runtime=1.98 seconds
tournament=695, best_loss=11.63, avg_loss=13.15, champion_idx=30, best_win_streak=357.0, record_holder_idx=16, env_step_runtime=1.90 seconds
tournament=696, best_loss=11.38, avg_loss=13.31, champion_idx=50, best_win_streak=357.0, record_holder_idx=61, env_step_runtime=1.92 seconds
tournament=697, best_loss=11.70, avg_loss=13.43, champion_idx=16, best_win_streak=357.0, record_holder_idx=44, env_step_runtime=1.90 seconds
tournament=698, best_loss=11.42, avg_loss=13.38, champion_idx=126, best_win_streak=358.0, record_holder_idx=44, env_step_runtime=2.00 seconds
tournament=699, best_loss=11.56, avg_loss=13.26, champion_idx=109, best_win_streak=358.0, record_holder_idx=73, env_step_runtime=1.77 seconds
tournament=700, best_loss=12.08, avg_loss=13.45, champion_idx=47, best_win_streak=359.0, record_holder_idx=73, env_step_runtime=1.93 seconds
tournament=701, best_loss=12.45, avg_loss=14.47, champion_idx=107, best_win_streak=359.0, record_holder_idx=39, env_step_runtime=1.93 seconds
tournament=702, best_loss=11.62, avg_loss=13.29, champion_idx=88, best_win_streak=360.0, record_holder_idx=39, env_step_runtime=1.96 seconds
tournament=703, best_loss=11.63, avg_loss=13.43, champion_idx=99, best_win_streak=360.0, record_holder_idx=57, env_step_runtime=1.99 seconds
tournament=704, best_loss=11.64, avg_loss=13.18, champion_idx=70, best_win_streak=359.0, record_holder_idx=19, env_step_runtime=2.04 seconds
tournament=705, best_loss=12.30, avg_loss=14.28, champion_idx=33, best_win_streak=360.0, record_holder_idx=19, env_step_runtime=1.98 seconds
tournament=706, best_loss=11.39, avg_loss=12.85, champion_idx=64, best_win_streak=360.0, record_holder_idx=107, env_step_runtime=1.95 seconds
tournament=707, best_loss=11.86, avg_loss=13.33, champion_idx=79, best_win_streak=359.0, record_holder_idx=0, env_step_runtime=1.98 seconds
tournament=708, best_loss=11.16, avg_loss=13.01, champion_idx=80, best_win_streak=360.0, record_holder_idx=0, env_step_runtime=1.79 seconds
tournament=709, best_loss=11.67, avg_loss=13.08, champion_idx=3, best_win_streak=360.0, record_holder_idx=115, env_step_runtime=2.30 seconds
tournament=710, best_loss=11.93, avg_loss=13.40, champion_idx=100, best_win_streak=360.0, record_holder_idx=125, env_step_runtime=1.84 seconds
tournament=711, best_loss=12.27, avg_loss=14.23, champion_idx=50, best_win_streak=361.0, record_holder_idx=125, env_step_runtime=1.75 seconds
tournament=712, best_loss=11.72, avg_loss=13.60, champion_idx=54, best_win_streak=362.0, record_holder_idx=125, env_step_runtime=2.11 seconds
tournament=713, best_loss=11.91, avg_loss=13.79, champion_idx=103, best_win_streak=358.0, record_holder_idx=105, env_step_runtime=1.90 seconds
tournament=714, best_loss=12.05, avg_loss=13.83, champion_idx=86, best_win_streak=359.0, record_holder_idx=105, env_step_runtime=2.08 seconds
tournament=715, best_loss=11.25, avg_loss=13.46, champion_idx=86, best_win_streak=360.0, record_holder_idx=105, env_step_runtime=1.86 seconds
tournament=716, best_loss=11.71, avg_loss=13.63, champion_idx=51, best_win_streak=361.0, record_holder_idx=105, env_step_runtime=1.84 seconds
tournament=717, best_loss=10.99, avg_loss=12.92, champion_idx=92, best_win_streak=362.0, record_holder_idx=105, env_step_runtime=1.91 seconds
tournament=718, best_loss=11.75, avg_loss=13.15, champion_idx=90, best_win_streak=363.0, record_holder_idx=105, env_step_runtime=1.86 seconds
tournament=719, best_loss=11.08, avg_loss=13.34, champion_idx=92, best_win_streak=363.0, record_holder_idx=110, env_step_runtime=1.87 seconds
tournament=720, best_loss=11.64, avg_loss=13.28, champion_idx=34, best_win_streak=364.0, record_holder_idx=110, env_step_runtime=1.77 seconds
tournament=721, best_loss=11.99, avg_loss=13.69, champion_idx=32, best_win_streak=364.0, record_holder_idx=109, env_step_runtime=2.01 seconds
tournament=722, best_loss=11.46, avg_loss=13.24, champion_idx=65, best_win_streak=364.0, record_holder_idx=34, env_step_runtime=1.93 seconds
tournament=723, best_loss=11.25, avg_loss=13.05, champion_idx=68, best_win_streak=364.0, record_holder_idx=51, env_step_runtime=1.81 seconds
tournament=724, best_loss=10.86, avg_loss=12.70, champion_idx=78, best_win_streak=365.0, record_holder_idx=51, env_step_runtime=1.92 seconds
tournament=725, best_loss=11.91, avg_loss=13.58, champion_idx=71, best_win_streak=365.0, record_holder_idx=71, env_step_runtime=1.86 seconds
tournament=726, best_loss=11.92, avg_loss=13.40, champion_idx=43, best_win_streak=365.0, record_holder_idx=101, env_step_runtime=1.84 seconds
tournament=727, best_loss=11.24, avg_loss=13.06, champion_idx=6, best_win_streak=365.0, record_holder_idx=39, env_step_runtime=1.76 seconds
tournament=728, best_loss=11.86, avg_loss=13.43, champion_idx=109, best_win_streak=366.0, record_holder_idx=39, env_step_runtime=1.84 seconds
tournament=729, best_loss=12.50, avg_loss=14.09, champion_idx=8, best_win_streak=366.0, record_holder_idx=11, env_step_runtime=1.92 seconds
tournament=730, best_loss=11.43, avg_loss=12.92, champion_idx=74, best_win_streak=367.0, record_holder_idx=11, env_step_runtime=1.98 seconds
tournament=731, best_loss=11.57, avg_loss=13.57, champion_idx=81, best_win_streak=368.0, record_holder_idx=127, env_step_runtime=1.78 seconds
tournament=732, best_loss=11.34, avg_loss=12.94, champion_idx=32, best_win_streak=369.0, record_holder_idx=127, env_step_runtime=1.95 seconds
tournament=733, best_loss=11.95, avg_loss=13.62, champion_idx=70, best_win_streak=370.0, record_holder_idx=127, env_step_runtime=2.03 seconds
tournament=734, best_loss=11.18, avg_loss=12.97, champion_idx=91, best_win_streak=370.0, record_holder_idx=11, env_step_runtime=1.84 seconds
tournament=735, best_loss=11.45, avg_loss=13.67, champion_idx=86, best_win_streak=370.0, record_holder_idx=41, env_step_runtime=1.93 seconds
tournament=736, best_loss=12.28, avg_loss=13.59, champion_idx=33, best_win_streak=371.0, record_holder_idx=41, env_step_runtime=1.75 seconds
tournament=737, best_loss=11.87, avg_loss=13.24, champion_idx=77, best_win_streak=371.0, record_holder_idx=1, env_step_runtime=1.96 seconds
tournament=738, best_loss=11.39, avg_loss=13.37, champion_idx=28, best_win_streak=372.0, record_holder_idx=1, env_step_runtime=2.03 seconds
tournament=739, best_loss=12.37, avg_loss=13.84, champion_idx=104, best_win_streak=372.0, record_holder_idx=80, env_step_runtime=1.81 seconds
tournament=740, best_loss=12.22, avg_loss=13.73, champion_idx=65, best_win_streak=373.0, record_holder_idx=80, env_step_runtime=1.88 seconds
tournament=741, best_loss=11.49, avg_loss=13.18, champion_idx=96, best_win_streak=374.0, record_holder_idx=80, env_step_runtime=2.02 seconds
tournament=742, best_loss=11.42, avg_loss=13.08, champion_idx=86, best_win_streak=374.0, record_holder_idx=40, env_step_runtime=1.91 seconds
tournament=743, best_loss=11.19, avg_loss=12.75, champion_idx=32, best_win_streak=375.0, record_holder_idx=78, env_step_runtime=2.05 seconds
tournament=744, best_loss=12.28, avg_loss=13.49, champion_idx=34, best_win_streak=375.0, record_holder_idx=22, env_step_runtime=1.94 seconds
tournament=745, best_loss=11.57, avg_loss=13.23, champion_idx=41, best_win_streak=376.0, record_holder_idx=22, env_step_runtime=1.98 seconds
tournament=746, best_loss=11.20, avg_loss=12.86, champion_idx=109, best_win_streak=377.0, record_holder_idx=22, env_step_runtime=1.93 seconds
tournament=747, best_loss=11.69, avg_loss=13.73, champion_idx=81, best_win_streak=377.0, record_holder_idx=68, env_step_runtime=1.88 seconds
tournament=748, best_loss=12.35, avg_loss=14.16, champion_idx=96, best_win_streak=378.0, record_holder_idx=68, env_step_runtime=1.99 seconds
tournament=749, best_loss=11.02, avg_loss=12.65, champion_idx=90, best_win_streak=379.0, record_holder_idx=121, env_step_runtime=1.80 seconds
tournament=750, best_loss=11.94, avg_loss=13.66, champion_idx=43, best_win_streak=380.0, record_holder_idx=121, env_step_runtime=2.00 seconds
tournament=751, best_loss=12.11, avg_loss=13.67, champion_idx=18, best_win_streak=381.0, record_holder_idx=121, env_step_runtime=2.01 seconds
tournament=752, best_loss=11.91, avg_loss=13.52, champion_idx=13, best_win_streak=382.0, record_holder_idx=121, env_step_runtime=1.83 seconds
tournament=753, best_loss=10.97, avg_loss=12.77, champion_idx=84, best_win_streak=383.0, record_holder_idx=121, env_step_runtime=1.89 seconds
tournament=754, best_loss=11.68, avg_loss=13.64, champion_idx=126, best_win_streak=380.0, record_holder_idx=127, env_step_runtime=1.95 seconds
tournament=755, best_loss=11.77, avg_loss=13.38, champion_idx=1, best_win_streak=380.0, record_holder_idx=102, env_step_runtime=1.87 seconds
tournament=756, best_loss=11.31, avg_loss=12.94, champion_idx=0, best_win_streak=381.0, record_holder_idx=102, env_step_runtime=1.90 seconds
tournament=757, best_loss=11.35, avg_loss=13.12, champion_idx=11, best_win_streak=381.0, record_holder_idx=125, env_step_runtime=1.91 seconds
tournament=758, best_loss=10.55, avg_loss=13.26, champion_idx=22, best_win_streak=382.0, record_holder_idx=125, env_step_runtime=1.92 seconds
tournament=759, best_loss=11.33, avg_loss=13.02, champion_idx=106, best_win_streak=383.0, record_holder_idx=125, env_step_runtime=1.76 seconds
tournament=760, best_loss=11.55, avg_loss=13.12, champion_idx=34, best_win_streak=384.0, record_holder_idx=125, env_step_runtime=1.87 seconds
tournament=761, best_loss=12.14, avg_loss=13.80, champion_idx=53, best_win_streak=382.0, record_holder_idx=12, env_step_runtime=1.94 seconds
